property_type,room_type,accommodates,bathrooms,city,number_of_reviews,log_price
Other,Entire home/apt,2,1.0,SF,0,5.616771097999999
Loft,Entire home/apt,4,1.0,LA,5,5.293304825
Apartment,Entire home/apt,4,1.0,DC,9,5.164785974
Condominium,Entire home/apt,8,3.0,SF,6,6.396929655
House,Entire home/apt,2,1.0,SF,164,5.323009979
House,Entire home/apt,14,3.5,LA,7,6.309918278
Apartment,Entire home/apt,2,1.0,NYC,27,4.8598124039999995
Apartment,Entire home/apt,5,1.0,Chicago,44,4.8598124039999995
Apartment,Entire home/apt,5,2.0,NYC,12,5.913503006
Apartment,Entire home/apt,4,1.0,NYC,0,5.384495062999999
Townhouse,Private room,1,1.0,SF,0,4.382026635
Apartment,Entire home/apt,5,2.0,Boston,0,5.170483995
Apartment,Entire home/apt,6,1.0,NYC,28,5.517452896
Apartment,Private room,1,1.0,NYC,8,4.49980967
Apartment,Private room,2,1.0,LA,2,4.317488114
Apartment,Entire home/apt,3,1.0,NYC,46,5.135798437
House,Entire home/apt,4,1.0,LA,24,4.828313737
Bed & Breakfast,Private room,2,1.0,NYC,0,4.17438727
House,Private room,2,1.0,NYC,65,4.094344562
Townhouse,Shared room,2,1.0,Chicago,0,3.555348061
House,Entire home/apt,4,1.0,SF,12,5.164785974
Apartment,Private room,2,1.0,NYC,36,4.17438727
Apartment,Entire home/apt,4,1.0,DC,7,4.682131227
Loft,Entire home/apt,5,1.0,NYC,4,5.010635294
Apartment,Entire home/apt,5,1.0,DC,12,4.787491743
House,Entire home/apt,3,1.0,LA,3,4.48863637
Apartment,Entire home/apt,2,1.0,NYC,7,5.393627546
Apartment,Entire home/apt,1,1.0,SF,19,4.828313737
Apartment,Entire home/apt,6,1.0,NYC,0,4.744932128
Apartment,Entire home/apt,4,1.0,NYC,0,5.129898715
Apartment,Entire home/apt,4,1.0,LA,0,5.0039463060000005
Apartment,Entire home/apt,6,1.0,Chicago,5,4.828313737
Apartment,Entire home/apt,2,1.0,NYC,0,5.521460918
Apartment,Entire home/apt,4,1.0,NYC,7,4.852030264
Apartment,Entire home/apt,2,1.0,NYC,18,5.164785974
Townhouse,Private room,2,1.0,LA,0,4.077537444
Apartment,Private room,1,1.0,Boston,1,5.010635294
Apartment,Entire home/apt,2,1.0,NYC,5,4.927253685
Townhouse,Entire home/apt,4,1.0,DC,21,5.298317367
Condominium,Private room,2,1.0,Chicago,77,3.80666249
Loft,Entire home/apt,8,2.5,LA,7,5.703782475
Apartment,Entire home/apt,3,2.0,LA,1,5.105945473999999
Apartment,Private room,1,2.0,NYC,0,3.688879454
House,Private room,2,0.0,LA,9,3.496507561
Apartment,Entire home/apt,5,1.0,NYC,1,4.6051701860000005
Apartment,Entire home/apt,4,1.0,NYC,10,5.8579331539999995
Apartment,Entire home/apt,7,1.0,DC,2,5.164785974
House,Private room,1,1.0,LA,12,3.871201011
Apartment,Private room,2,1.0,NYC,6,4.060443011
Apartment,Private room,2,1.5,NYC,0,4.49980967
Apartment,Entire home/apt,2,1.0,NYC,4,5.192956851
Apartment,Entire home/apt,7,1.5,NYC,2,5.631211782
House,Private room,2,1.0,LA,4,3.688879454
Apartment,Entire home/apt,4,1.0,SF,0,5.768320996
Apartment,Private room,2,1.0,NYC,5,4.49980967
Apartment,Entire home/apt,2,1.0,NYC,8,4.6051701860000005
House,Entire home/apt,6,2.0,SF,2,4.9344739330000005
Apartment,Private room,1,1.0,NYC,0,3.912023005
Apartment,Entire home/apt,2,1.0,SF,7,4.9344739330000005
Apartment,Private room,6,1.0,NYC,0,4.828313737
Apartment,Private room,2,1.0,NYC,4,4.553876892
Apartment,Entire home/apt,2,1.0,NYC,0,5.4161004020000005
Apartment,Entire home/apt,4,1.0,NYC,5,4.787491743
Apartment,Entire home/apt,2,1.0,LA,2,4.290459441
Apartment,Entire home/apt,2,1.0,NYC,5,5.049856007
Loft,Entire home/apt,4,1.0,NYC,0,6.309918278
Apartment,Private room,2,2.5,SF,44,6.098074282000001
Apartment,Entire home/apt,2,1.0,NYC,5,4.787491743
Condominium,Private room,2,1.0,SF,49,4.8598124039999995
House,Private room,2,1.0,DC,2,3.871201011
Townhouse,Private room,1,1.0,NYC,20,4.543294782
Apartment,Private room,2,1.0,NYC,0,4.49980967
Apartment,Entire home/apt,2,1.0,NYC,78,5.843544417
Apartment,Entire home/apt,1,1.0,SF,2,5.641907071
Apartment,Entire home/apt,2,1.0,LA,2,4.828313737
Apartment,Private room,1,1.5,NYC,5,3.912023005
Condominium,Entire home/apt,1,1.0,NYC,12,5.010635294
Apartment,Entire home/apt,5,1.0,NYC,34,5.075173815
Apartment,Private room,2,1.0,Chicago,8,4.007333185
Apartment,Entire home/apt,4,1.0,DC,1,4.3694478519999995
House,Private room,2,1.0,SF,6,4.356708827
Apartment,Entire home/apt,2,1.0,NYC,3,5.010635294
Apartment,Entire home/apt,2,1.0,NYC,25,5.164785974
Apartment,Entire home/apt,3,1.0,DC,0,6.214608097999999
Apartment,Entire home/apt,4,1.0,NYC,114,4.442651256
Apartment,Private room,2,1.0,DC,15,3.401197382
Apartment,Entire home/apt,2,1.0,LA,4,4.828313737
Villa,Private room,2,1.0,LA,20,3.8918202980000003
Apartment,Entire home/apt,2,1.0,LA,8,4.48863637
Apartment,Private room,3,1.5,LA,49,4.442651256
Other,Private room,2,1.0,LA,27,4.6051701860000005
Apartment,Entire home/apt,4,2.5,LA,0,4.700480366
Apartment,Entire home/apt,4,1.0,SF,5,5.703782475
Camper/RV,Entire home/apt,2,1.0,LA,21,4.779123493
House,Private room,4,1.0,SF,66,4.48863637
Other,Private room,2,1.0,NYC,0,4.49980967
Apartment,Entire home/apt,6,1.0,LA,58,4.59511985
Apartment,Entire home/apt,2,1.0,LA,0,4.553876892
Apartment,Entire home/apt,6,1.0,NYC,0,5.521460918
Apartment,Entire home/apt,2,1.0,NYC,16,4.691347882
Apartment,Private room,2,1.0,NYC,13,3.850147602
Apartment,Private room,2,1.0,NYC,0,4.6051701860000005
Apartment,Shared room,1,1.0,NYC,104,4.262679877
Apartment,Entire home/apt,3,1.0,LA,4,5.129898715
House,Shared room,2,1.0,LA,1,4.248495242
Condominium,Entire home/apt,6,2.0,DC,1,5.010635294
Condominium,Private room,4,1.0,LA,2,3.526360525
Apartment,Entire home/apt,4,1.0,NYC,1,4.787491743
Townhouse,Entire home/apt,6,1.5,LA,40,4.820281566
Apartment,Private room,2,1.0,NYC,0,3.7612001160000004
Apartment,Private room,1,1.0,NYC,25,4.6051701860000005
House,Entire home/apt,4,1.5,LA,0,5.690359454
House,Private room,1,1.5,SF,10,4.343805422
House,Private room,1,1.0,NYC,0,3.80666249
Apartment,Entire home/apt,3,1.0,SF,0,6.684611727999999
House,Private room,2,1.0,SF,1,4.49980967
Apartment,Private room,1,1.0,LA,0,2.3025850930000002
Apartment,Entire home/apt,6,1.0,Chicago,3,5.9914645470000005
House,Entire home/apt,4,1.0,SF,24,5.318119994
Apartment,Shared room,3,1.0,NYC,13,4.3694478519999995
Apartment,Entire home/apt,1,1.0,NYC,1,5.433722004
Apartment,Entire home/apt,2,1.0,NYC,29,4.700480366
House,Entire home/apt,4,2.0,LA,36,5.783825182
Apartment,Entire home/apt,2,1.0,NYC,133,4.941642423
Apartment,Entire home/apt,1,1.0,NYC,0,4.700480366
Apartment,Shared room,1,1.0,NYC,4,3.80666249
House,Private room,2,1.0,SF,133,4.787491743
Apartment,Entire home/apt,3,1.0,NYC,19,5.010635294
Apartment,Private room,3,1.0,LA,23,4.3694478519999995
Apartment,Entire home/apt,4,1.0,Boston,2,5.347107531
Apartment,Entire home/apt,2,1.0,SF,86,4.828313737
Condominium,Entire home/apt,5,2.0,Chicago,0,5.521460918
Condominium,Private room,1,1.0,NYC,4,4.382026635
Apartment,Private room,1,1.0,NYC,4,3.737669618
Apartment,Entire home/apt,6,2.0,LA,32,5.8579331539999995
Apartment,Entire home/apt,4,1.5,DC,0,4.844187086
House,Entire home/apt,6,1.5,NYC,46,4.744932128
Apartment,Private room,1,1.0,SF,0,4.49980967
Apartment,Shared room,1,1.0,NYC,81,3.218875825
Apartment,Entire home/apt,4,2.0,LA,28,4.86753445
Apartment,Entire home/apt,5,1.0,LA,5,4.787491743
House,Private room,1,1.0,LA,4,3.688879454
Apartment,Entire home/apt,6,2.0,NYC,4,4.382026635
Apartment,Private room,2,1.0,NYC,0,3.36729583
Apartment,Entire home/apt,3,1.0,Chicago,11,4.787491743
Apartment,Entire home/apt,6,1.0,NYC,1,4.49980967
House,Entire home/apt,10,1.0,NYC,152,5.010635294
Apartment,Entire home/apt,8,1.0,DC,13,4.59511985
Guest suite,Entire home/apt,2,1.0,NYC,9,4.787491743
Apartment,Entire home/apt,4,1.0,LA,25,4.65396035
Apartment,Private room,2,1.0,Chicago,15,4.6051701860000005
Apartment,Entire home/apt,2,1.0,NYC,26,5.075173815
Apartment,Private room,2,1.0,LA,44,4.007333185
Apartment,Private room,1,1.0,NYC,2,3.912023005
House,Entire home/apt,2,1.0,SF,127,4.442651256
Apartment,Private room,1,1.0,NYC,48,4.48863637
Townhouse,Entire home/apt,6,2.0,NYC,0,5.247024072
Apartment,Private room,1,1.0,NYC,0,5.4161004020000005
Apartment,Private room,2,1.0,NYC,0,4.6051701860000005
Apartment,Private room,1,1.0,Boston,0,4.6051701860000005
Apartment,Entire home/apt,4,1.0,NYC,0,5.241747015
House,Entire home/apt,10,2.0,NYC,25,5.978885765
House,Private room,2,2.0,LA,0,4.382026635
Apartment,Private room,2,1.5,NYC,145,4.007333185
Apartment,Private room,2,1.0,SF,8,4.304065093
Apartment,Private room,1,1.5,NYC,0,4.6051701860000005
Apartment,Entire home/apt,4,1.0,Boston,23,4.779123493
Apartment,Entire home/apt,6,2.0,Boston,23,5.135798437
Guesthouse,Entire home/apt,4,1.0,LA,78,5.010635294
House,Private room,3,1.0,LA,12,4.553876892
Apartment,Entire home/apt,2,1.0,NYC,0,4.997212274
House,Shared room,1,2.0,LA,44,3.17805383
House,Private room,2,1.5,DC,1,4.17438727
Apartment,Private room,2,1.0,NYC,12,4.317488114
Apartment,Entire home/apt,7,1.5,NYC,71,5.521460918
House,Entire home/apt,4,1.5,DC,2,4.262679877
Apartment,Private room,2,1.0,LA,106,3.9889840469999998
Apartment,Private room,1,1.0,NYC,2,4.007333185
Apartment,Entire home/apt,2,1.0,NYC,0,5.010635294
Apartment,Entire home/apt,6,2.0,NYC,1,5.438079309
Apartment,Entire home/apt,4,2.0,LA,10,5.616771097999999
Apartment,Entire home/apt,8,1.0,SF,0,6.551080335
Apartment,Entire home/apt,6,2.0,SF,12,5.886104031
Condominium,Private room,3,1.0,SF,0,4.5643481910000006
Apartment,Entire home/apt,6,1.0,NYC,1,5.043425117
House,Private room,3,1.5,LA,13,4.454347296
Apartment,Entire home/apt,2,1.0,NYC,0,4.927253685
Apartment,Private room,1,1.0,NYC,0,4.905274778
Apartment,Entire home/apt,4,1.0,NYC,55,5.886104031
Apartment,Entire home/apt,6,1.0,DC,9,5.010635294
Apartment,Entire home/apt,1,1.0,NYC,2,4.941642423
Apartment,Entire home/apt,3,1.0,LA,0,4.304065093
House,Entire home/apt,2,1.5,LA,18,5.703782475
Apartment,Entire home/apt,4,1.0,DC,10,4.59511985
Apartment,Private room,3,1.0,NYC,0,4.6051701860000005
House,Private room,2,1.0,Chicago,24,4.317488114
House,Private room,2,1.5,LA,0,4.86753445
Apartment,Entire home/apt,4,1.0,NYC,13,5.5984219589999995
House,Private room,2,1.0,LA,10,4.17438727
Condominium,Entire home/apt,8,4.5,LA,0,6.212606096
Apartment,Entire home/apt,3,2.0,LA,0,4.86753445
Loft,Entire home/apt,2,1.0,Boston,8,5.521460918
Apartment,Entire home/apt,2,1.0,SF,31,5.703782475
Apartment,Private room,2,1.0,NYC,9,5.8579331539999995
Apartment,Entire home/apt,4,2.0,NYC,4,4.941642423
Apartment,Private room,1,1.0,NYC,0,4.007333185
Apartment,Private room,1,1.0,LA,66,3.713572067
Apartment,Private room,1,1.0,NYC,40,4.442651256
House,Private room,2,1.0,LA,0,4.234106505
Apartment,Entire home/apt,4,1.0,NYC,34,4.86753445
House,Private room,2,1.0,DC,0,6.214608097999999
Apartment,Entire home/apt,4,1.0,DC,0,5.8579331539999995
House,Private room,2,1.0,LA,15,4.442651256
Apartment,Entire home/apt,8,1.5,LA,0,4.828313737
Apartment,Entire home/apt,5,2.0,Boston,1,5.831882477000001
House,Private room,3,1.0,SF,89,4.521788577
House,Entire home/apt,5,1.5,LA,1,4.553876892
House,Private room,3,1.0,SF,254,4.828313737
Apartment,Private room,2,1.0,NYC,14,4.49980967
Apartment,Private room,2,2.0,NYC,7,5.187385806
House,Private room,2,1.0,LA,9,4.6051701860000005
Apartment,Private room,1,1.0,NYC,2,4.248495242
House,Entire home/apt,4,1.5,DC,22,5.214935758
House,Entire home/apt,2,1.0,LA,7,4.672828834
Apartment,Entire home/apt,7,2.0,LA,2,5.220355825
House,Private room,3,1.0,SF,74,5.049856007
House,Private room,1,1.0,LA,0,3.17805383
Apartment,Private room,2,1.0,LA,0,4.430816799
Apartment,Entire home/apt,3,1.0,LA,15,4.828313737
House,Private room,2,1.0,Boston,1,4.17438727
Apartment,Shared room,1,1.0,LA,0,3.401197382
Apartment,Private room,2,1.0,NYC,40,3.401197382
Apartment,Private room,1,1.0,LA,1,4.59511985
House,Entire home/apt,4,1.0,LA,92,4.59511985
Apartment,Entire home/apt,5,1.0,NYC,96,5.669880922999999
Apartment,Shared room,2,1.0,LA,2,4.6051701860000005
Apartment,Entire home/apt,2,1.0,SF,3,5.010635294
Apartment,Private room,1,1.0,NYC,0,3.912023005
Apartment,Private room,2,1.0,NYC,66,3.912023005
Apartment,Private room,3,1.5,NYC,37,3.6635616460000002
Apartment,Entire home/apt,6,1.5,NYC,0,6.212606096
Apartment,Private room,2,1.5,NYC,21,4.990432587
Apartment,Entire home/apt,7,2.0,Chicago,0,5.010635294
Apartment,Entire home/apt,6,1.0,NYC,12,4.86753445
Apartment,Private room,2,1.0,NYC,64,3.850147602
Apartment,Shared room,2,1.0,NYC,0,3.80666249
Apartment,Entire home/apt,4,1.0,NYC,7,5.393627546
Apartment,Private room,1,1.0,NYC,2,4.094344562
Apartment,Private room,1,1.0,Chicago,27,3.688879454
Dorm,Shared room,16,4.0,LA,2,3.912023005
Apartment,Entire home/apt,4,1.0,NYC,30,5.0369526019999995
House,Shared room,1,2.5,LA,10,2.995732274
Apartment,Private room,2,1.0,NYC,14,4.234106505
Apartment,Private room,2,1.0,NYC,3,4.317488114
House,Private room,2,1.5,SF,3,3.9702919139999997
Apartment,Private room,2,0.0,SF,6,4.094344562
Apartment,Entire home/apt,4,1.0,NYC,0,6.64509097
House,Private room,2,2.0,LA,2,3.688879454
Loft,Private room,1,1.0,NYC,7,3.688879454
House,Entire home/apt,2,2.0,NYC,5,5.298317367
Apartment,Private room,1,1.5,NYC,1,4.442651256
Apartment,Entire home/apt,2,1.0,NYC,0,5.010635294
House,Entire home/apt,2,1.0,LA,17,5.4161004020000005
Apartment,Entire home/apt,1,1.0,NYC,2,4.442651256
Apartment,Entire home/apt,4,1.0,NYC,162,4.9767337419999995
House,Entire home/apt,10,2.0,DC,0,7.2442275160000005
Apartment,Entire home/apt,2,1.0,Boston,12,4.787491743
Apartment,Private room,1,1.0,SF,5,4.49980967
Loft,Entire home/apt,2,1.0,LA,0,4.672828834
Apartment,Entire home/apt,2,1.0,LA,1,4.6051701860000005
House,Entire home/apt,4,1.0,DC,2,4.418840608
Bed & Breakfast,Entire home/apt,3,1.0,NYC,19,5.293304825
Apartment,Entire home/apt,2,1.0,NYC,5,5.043425117
House,Private room,2,1.0,Chicago,5,4.094344562
Apartment,Entire home/apt,2,1.0,NYC,14,5.298317367
House,Entire home/apt,3,1.0,LA,0,5.010635294
House,Private room,2,1.0,LA,0,4.553876892
House,Private room,1,,LA,23,4.077537444
Apartment,Entire home/apt,4,1.0,DC,0,6.907755279
House,Private room,1,1.0,LA,22,4.007333185
Apartment,Entire home/apt,5,1.5,NYC,7,5.247024072
Apartment,Entire home/apt,2,1.0,Boston,143,5.075173815
Apartment,Private room,2,1.0,NYC,87,4.5643481910000006
Bed & Breakfast,Private room,2,1.0,LA,117,4.48863637
Apartment,Private room,2,1.0,NYC,0,4.59511985
Villa,Entire home/apt,6,2.5,LA,8,5.978885765
Bed & Breakfast,Private room,2,1.0,LA,2,4.17438727
Apartment,Private room,2,1.0,Chicago,1,4.9344739330000005
Apartment,Entire home/apt,5,1.0,NYC,0,5.0039463060000005
Condominium,Entire home/apt,3,1.5,LA,54,5.164785974
Apartment,Private room,2,1.0,NYC,18,4.744932128
House,Private room,3,1.5,Boston,14,4.382026635
Apartment,Entire home/apt,2,1.0,NYC,13,4.787491743
Apartment,Entire home/apt,2,1.0,NYC,7,4.59511985
Apartment,Private room,2,1.0,NYC,11,4.17438727
Apartment,Entire home/apt,3,1.0,NYC,15,4.744932128
Apartment,Entire home/apt,4,1.0,SF,12,5.590986981
Apartment,Entire home/apt,6,2.0,NYC,8,5.298317367
Apartment,Entire home/apt,4,1.0,NYC,2,5.164785974
Apartment,Entire home/apt,2,1.0,NYC,36,4.9344739330000005
House,Private room,2,1.0,LA,0,4.787491743
Apartment,Entire home/apt,3,1.0,NYC,157,5.010635294
Apartment,Private room,2,1.5,NYC,18,4.49980967
Loft,Entire home/apt,4,2.0,NYC,0,6.476972363
Apartment,Private room,2,1.0,NYC,6,4.49980967
Apartment,Entire home/apt,2,1.0,NYC,0,4.49980967
Townhouse,Private room,4,1.0,NYC,2,4.787491743
House,Private room,2,1.0,DC,0,5.220355825
Apartment,Private room,2,1.0,NYC,1,4.33073334
Apartment,Private room,2,1.0,NYC,0,4.077537444
Apartment,Entire home/apt,2,1.0,NYC,2,5.521460918
Apartment,Private room,1,1.0,NYC,1,4.6051701860000005
Apartment,Entire home/apt,4,1.0,Boston,1,5.293304825
Apartment,Private room,1,1.0,NYC,1,3.9702919139999997
Other,Entire home/apt,3,1.0,NYC,0,5.9889614170000005
Apartment,Private room,2,1.0,NYC,27,4.317488114
House,Entire home/apt,11,2.0,NYC,15,5.8579331539999995
Apartment,Private room,2,1.0,LA,146,4.234106505
Apartment,Private room,2,1.0,NYC,84,4.828313737
House,Private room,3,1.0,NYC,37,4.248495242
House,Entire home/apt,3,1.0,LA,1,5.700443572999999
Apartment,Private room,2,1.0,NYC,4,4.060443011
House,Private room,1,2.0,DC,2,3.401197382
Apartment,Private room,2,1.0,NYC,23,3.9889840469999998
Apartment,Entire home/apt,2,1.0,LA,36,4.86753445
Apartment,Shared room,2,1.0,NYC,23,4.382026635
Apartment,Private room,2,1.0,Boston,149,4.59511985
House,Private room,1,1.0,LA,0,4.382026635
Apartment,Entire home/apt,3,1.0,NYC,0,5.393627546
Apartment,Entire home/apt,4,1.0,NYC,10,5.135798437
House,Private room,2,1.0,LA,8,4.007333185
Apartment,Entire home/apt,4,1.0,DC,18,4.343805422
Apartment,Private room,2,1.0,NYC,15,4.343805422
Apartment,Entire home/apt,2,1.0,NYC,103,5.164785974
Apartment,Private room,2,1.0,LA,0,3.951243719
Apartment,Entire home/apt,2,1.0,NYC,1,6.684611727999999
Apartment,Entire home/apt,2,1.0,NYC,18,5.298317367
Apartment,Entire home/apt,2,1.0,Chicago,8,4.48863637
Apartment,Private room,2,1.0,NYC,9,4.248495242
Apartment,Private room,2,1.0,LA,4,4.343805422
Apartment,Entire home/apt,2,1.0,LA,25,4.442651256
House,Entire home/apt,3,1.0,LA,0,4.787491743
House,Entire home/apt,7,2.0,LA,3,5.768320996
Apartment,Entire home/apt,4,1.0,LA,77,4.3694478519999995
Condominium,Entire home/apt,2,1.0,SF,3,5.068904202
Apartment,Private room,5,1.0,NYC,0,5.010635294
House,Entire home/apt,12,4.5,LA,9,6.684611727999999
House,Entire home/apt,6,1.0,DC,3,4.905274778
Apartment,Private room,2,2.0,NYC,11,4.744932128
Apartment,Entire home/apt,4,1.0,Chicago,1,4.700480366
Apartment,Entire home/apt,1,1.0,NYC,3,4.65396035
House,Private room,2,1.5,NYC,0,3.688879454
Condominium,Private room,2,2.0,LA,7,4.6051701860000005
Apartment,Entire home/apt,3,1.0,NYC,20,5.298317367
Loft,Shared room,2,1.0,NYC,31,3.80666249
House,Entire home/apt,2,1.0,LA,127,4.49980967
House,Entire home/apt,7,2.0,LA,3,5.65248918
Loft,Entire home/apt,8,1.0,NYC,9,6.152732695
Apartment,Entire home/apt,4,1.0,NYC,16,5.521460918
House,Entire home/apt,3,1.0,NYC,67,4.6051701860000005
House,Entire home/apt,5,1.0,SF,86,5.370638027999999
House,Entire home/apt,11,1.0,LA,153,5.187385806
Apartment,Private room,2,1.0,NYC,18,4.521788577
Apartment,Entire home/apt,5,2.0,NYC,1,4.9767337419999995
Apartment,Entire home/apt,4,1.0,NYC,27,5.247024072
Apartment,Entire home/apt,2,1.0,NYC,1,4.382026635
Apartment,Private room,2,1.0,NYC,89,4.828313737
Bungalow,Entire home/apt,2,1.0,LA,33,4.442651256
Apartment,Entire home/apt,6,1.0,NYC,8,5.8579331539999995
Apartment,Entire home/apt,2,1.0,LA,113,4.828313737
House,Entire home/apt,6,2.5,DC,1,5.293304825
Apartment,Entire home/apt,6,3.0,Chicago,1,5.393627546
Apartment,Entire home/apt,4,1.0,Boston,20,5.375278408
Apartment,Shared room,1,0.0,LA,0,3.295836866
Apartment,Entire home/apt,10,2.0,NYC,1,6.212606096
Apartment,Entire home/apt,2,1.0,Boston,14,4.553876892
Apartment,Entire home/apt,4,1.0,NYC,13,4.574710979
Condominium,Private room,2,1.0,NYC,54,4.077537444
Apartment,Entire home/apt,2,1.0,LA,1,4.442651256
Apartment,Entire home/apt,3,1.0,NYC,0,4.787491743
Townhouse,Private room,2,1.0,LA,6,3.8918202980000003
Apartment,Entire home/apt,6,2.0,LA,12,5.517452896
House,Private room,2,1.0,LA,62,4.382026635
Townhouse,Entire home/apt,2,1.0,NYC,4,4.6051701860000005
Apartment,Private room,2,1.0,NYC,1,4.442651256
House,Private room,1,1.0,LA,1,3.555348061
Apartment,Entire home/apt,3,1.0,DC,19,5.141663557
House,Entire home/apt,7,1.0,NYC,18,4.9767337419999995
Apartment,Private room,1,1.0,LA,0,5.075173815
Apartment,Private room,2,1.0,NYC,8,4.6051701860000005
Bungalow,Private room,2,1.0,LA,57,4.17438727
House,Private room,2,1.0,NYC,171,3.8918202980000003
Apartment,Private room,1,1.0,NYC,79,4.317488114
Apartment,Entire home/apt,4,2.0,Chicago,26,5.075173815
House,Entire home/apt,4,1.0,LA,1,5.010635294
Apartment,Entire home/apt,2,1.0,NYC,16,4.86753445
Apartment,Entire home/apt,2,1.0,Boston,182,5.298317367
Apartment,Private room,2,2.5,SF,1,4.406719247
Timeshare,Entire home/apt,2,1.0,NYC,0,5.075173815
Dorm,Private room,1,1.0,LA,0,3.258096538
Apartment,Shared room,1,1.0,LA,21,3.688879454
House,Entire home/apt,6,2.0,LA,0,5.272999559
Apartment,Private room,1,1.0,NYC,4,3.828641396
Apartment,Entire home/apt,4,1.0,LA,80,4.779123493
Apartment,Private room,2,1.0,NYC,12,3.912023005
House,Entire home/apt,4,2.0,LA,22,5.517452896
House,Private room,2,1.0,LA,82,4.077537444
Apartment,Entire home/apt,4,2.0,NYC,0,4.6051701860000005
Condominium,Entire home/apt,6,2.0,LA,0,5.164785974
Apartment,Entire home/apt,2,1.0,SF,27,5.298317367
House,Private room,2,1.0,DC,66,4.007333185
Apartment,Entire home/apt,4,1.0,LA,10,5.4161004020000005
Condominium,Private room,2,1.0,Chicago,28,4.6051701860000005
Apartment,Entire home/apt,5,2.5,SF,5,5.978885765
Apartment,Shared room,1,1.0,LA,13,3.688879454
Apartment,Entire home/apt,5,1.0,NYC,59,5.8550719220000005
Apartment,Entire home/apt,2,1.0,LA,4,4.941642423
Apartment,Entire home/apt,2,1.0,NYC,6,4.744932128
Apartment,Private room,1,1.0,NYC,1,4.543294782
Bed & Breakfast,Shared room,1,1.0,LA,0,4.6051701860000005
Apartment,Entire home/apt,4,1.0,DC,0,5.521460918
Apartment,Entire home/apt,5,1.0,NYC,74,4.828313737
Apartment,Entire home/apt,4,1.5,NYC,4,4.955827058000001
Apartment,Private room,1,2.0,NYC,6,3.912023005
House,Entire home/apt,6,2.5,SF,22,6.214608097999999
Apartment,Entire home/apt,3,1.0,NYC,157,6.109247582999999
Apartment,Entire home/apt,4,1.0,DC,49,5.164785974
Apartment,Private room,2,1.0,SF,5,4.59511985
Apartment,Entire home/apt,2,1.0,SF,3,4.787491743
Apartment,Entire home/apt,2,1.0,NYC,0,4.744932128
Apartment,Entire home/apt,3,1.0,NYC,7,4.430816799
House,Entire home/apt,8,2.0,LA,47,5.616771097999999
Apartment,Entire home/apt,2,1.0,LA,11,4.442651256
Apartment,Private room,2,1.0,Chicago,2,3.912023005
Apartment,Entire home/apt,3,1.0,LA,1,4.418840608
Apartment,Private room,2,1.0,DC,34,3.465735903
Apartment,Entire home/apt,2,1.0,LA,0,4.007333185
Apartment,Private room,2,1.0,LA,5,4.382026635
Apartment,Private room,2,1.0,NYC,0,4.6051701860000005
Apartment,Private room,2,1.0,NYC,10,3.912023005
Apartment,Private room,1,1.0,NYC,1,3.555348061
Apartment,Entire home/apt,6,2.0,LA,44,4.691347882
Apartment,Private room,2,1.0,NYC,9,3.850147602
Apartment,Private room,2,1.0,NYC,12,4.691347882
House,Private room,2,0.5,DC,124,4.094344562
House,Entire home/apt,8,3.0,LA,2,5.375278408
Apartment,Entire home/apt,4,1.0,NYC,11,5.010635294
Bed & Breakfast,Private room,2,8.0,LA,3,4.5849674789999995
Apartment,Entire home/apt,4,1.0,NYC,21,5.556828062
House,Entire home/apt,2,1.0,LA,0,4.86753445
Apartment,Entire home/apt,2,1.0,NYC,10,4.941642423
Apartment,Entire home/apt,4,1.0,LA,113,5.886104031
Apartment,Private room,1,1.0,SF,0,4.941642423
Apartment,Private room,2,1.0,LA,44,5.0039463060000005
House,Entire home/apt,5,2.5,DC,3,5.4161004020000005
Apartment,Entire home/apt,8,2.0,NYC,0,5.9914645470000005
Apartment,Private room,2,1.0,NYC,1,4.317488114
Apartment,Private room,1,1.0,NYC,11,4.6051701860000005
Condominium,Entire home/apt,9,2.5,LA,0,5.298317367
House,Private room,1,1.0,LA,88,3.80666249
Apartment,Entire home/apt,3,1.0,NYC,19,4.59511985
Apartment,Private room,2,1.0,NYC,8,4.17438727
House,Entire home/apt,2,1.0,LA,8,5.010635294
Apartment,Entire home/apt,2,1.0,NYC,3,4.672828834
Apartment,Entire home/apt,5,1.0,NYC,15,5.164785974
Apartment,Entire home/apt,2,1.0,SF,8,5.192956851
House,Entire home/apt,6,2.0,LA,30,5.700443572999999
House,Entire home/apt,8,3.0,LA,0,6.801283034
Apartment,Entire home/apt,8,2.0,LA,70,5.411646052
Apartment,Private room,1,1.0,Boston,3,4.382026635
House,Private room,2,1.0,LA,0,3.912023005
Apartment,Private room,5,1.0,NYC,4,4.997212274
Apartment,Private room,2,1.0,NYC,20,4.043051268
Apartment,Entire home/apt,4,1.0,NYC,3,4.248495242
House,Entire home/apt,14,3.0,LA,43,6.476972363
Apartment,Entire home/apt,3,1.0,LA,1,5.129898715
Townhouse,Private room,2,1.5,LA,41,4.48863637
House,Entire home/apt,2,1.0,SF,40,5.010635294
Apartment,Private room,1,1.0,NYC,3,3.7841896339999996
Apartment,Entire home/apt,6,1.0,NYC,30,5.298317367
Apartment,Private room,2,1.0,NYC,0,4.317488114
House,Entire home/apt,3,1.0,SF,191,5.220355825
Apartment,Entire home/apt,4,1.0,DC,31,4.744932128
Bed & Breakfast,Private room,2,1.0,LA,0,6.906754779
